,index,athlete,sport,log_prob_one_shot,num_athlete_tokens,sport_index,sport_token,prompt,zero_shot_prompt,clp
796,852,Chris Long,football,-0.15007418,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Chris Long plays the sport of",Fact: Chris Long plays the sport of,-0.671875
799,940,Carlos Hyde,football,-0.28537428,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Carlos Hyde plays the sport of",Fact: Carlos Hyde plays the sport of,-0.306640625
807,289,Earl Campbell,football,-0.3638138,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Earl Campbell plays the sport of",Fact: Earl Campbell plays the sport of,-0.6015625
809,218,Matt Prater,football,-0.55193037,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Prater plays the sport of",Fact: Matt Prater plays the sport of,-0.87109375
810,15654,Jonathan Lucroy,baseball,-0.08524254,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jonathan Lucroy plays the sport of",Fact: Jonathan Lucroy plays the sport of,-0.2421875
816,14812,Josh Donaldson,baseball,-0.017858425,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Donaldson plays the sport of",Fact: Josh Donaldson plays the sport of,-0.578125
818,6199,Jalen Rose,basketball,-0.08955395,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jalen Rose plays the sport of",Fact: Jalen Rose plays the sport of,-0.357421875
821,14929,Fernando Tatís,baseball,-0.50118256,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Fernando Tatís plays the sport of",Fact: Fernando Tatís plays the sport of,-0.58203125
825,317,Ryan Leaf,football,-0.20556246,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ryan Leaf plays the sport of",Fact: Ryan Leaf plays the sport of,-0.609375
827,5820,Kirk Hinrich,basketball,-0.15732776,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kirk Hinrich plays the sport of",Fact: Kirk Hinrich plays the sport of,-0.37890625
828,664,Kevin Kolb,football,-0.41955316,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Kevin Kolb plays the sport of",Fact: Kevin Kolb plays the sport of,-1.0703125
830,14226,Jorge Posada,baseball,-0.09967143,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jorge Posada plays the sport of",Fact: Jorge Posada plays the sport of,-0.5546875
833,9500,Delonte Holland,basketball,-0.17464882,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Delonte Holland plays the sport of",Fact: Delonte Holland plays the sport of,-0.73046875
834,110,Ty Law,football,-0.18517616,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ty Law plays the sport of",Fact: Ty Law plays the sport of,-0.91796875
837,1388,Matt Nagy,football,-0.057945363,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Nagy plays the sport of",Fact: Matt Nagy plays the sport of,-1.8203125
838,1384,Jason Kelce,football,-0.33980468,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Kelce plays the sport of",Fact: Jason Kelce plays the sport of,-0.76953125
839,6388,Juwan Howard,basketball,-0.4608677,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Juwan Howard plays the sport of",Fact: Juwan Howard plays the sport of,-0.2890625
846,230,Greg Schiano,football,-0.1665976,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Greg Schiano plays the sport of",Fact: Greg Schiano plays the sport of,-1.609375
853,14217,Curt Schilling,baseball,-0.2811316,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Curt Schilling plays the sport of",Fact: Curt Schilling plays the sport of,-0.51953125
855,6386,George Hill,basketball,-0.084202476,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: George Hill plays the sport of",Fact: George Hill plays the sport of,-0.76171875
856,5597,Tony Allen,basketball,-0.522032,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Tony Allen plays the sport of",Fact: Tony Allen plays the sport of,-1.2734375
858,11983,Julius Randle,basketball,-0.06115932,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Julius Randle plays the sport of",Fact: Julius Randle plays the sport of,-0.1845703125
861,1229,Calais Campbell,football,-0.19801773,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Calais Campbell plays the sport of",Fact: Calais Campbell plays the sport of,-0.5859375
862,15309,Mike Napoli,baseball,-0.044524465,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Napoli plays the sport of",Fact: Mike Napoli plays the sport of,-0.400390625
863,12515,Amile Jefferson,basketball,-0.4759573,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Amile Jefferson plays the sport of",Fact: Amile Jefferson plays the sport of,-0.373046875
865,291,Eric Berry,football,-0.12723996,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Eric Berry plays the sport of",Fact: Eric Berry plays the sport of,-0.40625
866,5327,Sue Bird,basketball,-0.17764504,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Sue Bird plays the sport of",Fact: Sue Bird plays the sport of,-0.400390625
871,14467,Joe Girardi,baseball,-0.12238778,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Girardi plays the sport of",Fact: Joe Girardi plays the sport of,-0.90234375
874,774,Mark Brunell,football,-0.5508457,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mark Brunell plays the sport of",Fact: Mark Brunell plays the sport of,-0.890625
879,573,Brian Hoyer,football,-0.3590692,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Brian Hoyer plays the sport of",Fact: Brian Hoyer plays the sport of,-0.5
880,371,Dave Duerson,football,-0.6930604,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Dave Duerson plays the sport of",Fact: Dave Duerson plays the sport of,-0.57421875
882,1081,Brandon Graham,football,-0.19156563,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Brandon Graham plays the sport of",Fact: Brandon Graham plays the sport of,-1.171875
887,667,Torrey Smith,football,-0.2754036,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Torrey Smith plays the sport of",Fact: Torrey Smith plays the sport of,-0.5234375
889,14757,Nick Swisher,baseball,-0.07267838,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Nick Swisher plays the sport of",Fact: Nick Swisher plays the sport of,-0.71484375
891,31,Nick Saban,football,-0.10370287,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Nick Saban plays the sport of",Fact: Nick Saban plays the sport of,-1.65625
894,5933,Gilbert Arenas,basketball,-0.07412186,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Gilbert Arenas plays the sport of",Fact: Gilbert Arenas plays the sport of,-0.39453125
896,7838,Jaren Jackson,basketball,-0.42100993,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jaren Jackson plays the sport of",Fact: Jaren Jackson plays the sport of,-0.37890625
901,1755,Josh Allen,football,-0.11613362,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Allen plays the sport of",Fact: Josh Allen plays the sport of,-0.37890625
903,14857,Don Mattingly,baseball,-0.029934969,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Don Mattingly plays the sport of",Fact: Don Mattingly plays the sport of,-0.41015625
904,1431,Ryan Grant,football,-0.66732866,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ryan Grant plays the sport of",Fact: Ryan Grant plays the sport of,-1.046875
907,370,Terrell Davis,football,-0.19529486,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Terrell Davis plays the sport of",Fact: Terrell Davis plays the sport of,-0.59375
908,1560,Kyle Allen,football,-0.5922063,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Kyle Allen plays the sport of",Fact: Kyle Allen plays the sport of,-0.8828125
910,6225,Glen Davis,basketball,-0.59990716,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Glen Davis plays the sport of",Fact: Glen Davis plays the sport of,-0.62890625
911,15972,Scott Rolen,baseball,-0.109042235,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Scott Rolen plays the sport of",Fact: Scott Rolen plays the sport of,-0.42578125
924,10880,Gary Harris,basketball,-0.46076265,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Gary Harris plays the sport of",Fact: Gary Harris plays the sport of,-0.37890625
925,5809,Delonte West,basketball,-0.10515336,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Delonte West plays the sport of",Fact: Delonte West plays the sport of,-0.5625
929,6212,Jerry Stackhouse,basketball,-0.41462526,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jerry Stackhouse plays the sport of",Fact: Jerry Stackhouse plays the sport of,-0.416015625
933,14418,Dan Haren,baseball,-0.16030504,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Dan Haren plays the sport of",Fact: Dan Haren plays the sport of,-0.9609375
937,1073,Doug Martin,football,-0.255358,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Doug Martin plays the sport of",Fact: Doug Martin plays the sport of,-0.39453125
938,14388,Robinson Canó,baseball,-0.16288784,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Robinson Canó plays the sport of",Fact: Robinson Canó plays the sport of,-0.294921875
939,12302,Jaylen Brown,basketball,-0.034313396,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jaylen Brown plays the sport of",Fact: Jaylen Brown plays the sport of,-0.40625
940,366,Patrick Willis,football,-0.08192529,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Patrick Willis plays the sport of",Fact: Patrick Willis plays the sport of,-0.32421875
949,593,Andy Reid,football,-0.2630492,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Andy Reid plays the sport of",Fact: Andy Reid plays the sport of,-1.46875
951,597,Calvin Johnson,football,-0.07022709,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Calvin Johnson plays the sport of",Fact: Calvin Johnson plays the sport of,-0.58984375
952,15098,Matt Kemp,baseball,-0.09812294,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Kemp plays the sport of",Fact: Matt Kemp plays the sport of,-0.39453125
957,377,Philip Rivers,football,-0.16341896,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Philip Rivers plays the sport of",Fact: Philip Rivers plays the sport of,-0.369140625
959,11925,Tyus Jones,basketball,-0.20050105,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Tyus Jones plays the sport of",Fact: Tyus Jones plays the sport of,-0.27734375
961,5818,Brandon Roy,basketball,-0.080567606,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Brandon Roy plays the sport of",Fact: Brandon Roy plays the sport of,-0.25390625
963,1751,Deion Jones,football,-0.5861343,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Deion Jones plays the sport of",Fact: Deion Jones plays the sport of,-0.2294921875
966,14403,David Robertson,baseball,-0.17277649,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: David Robertson plays the sport of",Fact: David Robertson plays the sport of,-1.0859375
967,10760,Tom Izzo,basketball,-0.12570049,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Tom Izzo plays the sport of",Fact: Tom Izzo plays the sport of,-0.84375
968,15060,Billy Hamilton,baseball,-0.15017378,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Billy Hamilton plays the sport of",Fact: Billy Hamilton plays the sport of,-0.1982421875
971,1051,Mike Daniels,football,-0.4071982,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Daniels plays the sport of",Fact: Mike Daniels plays the sport of,-0.6484375
976,976,Bruce Irvin,football,-0.3125658,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Bruce Irvin plays the sport of",Fact: Bruce Irvin plays the sport of,-0.36328125
977,15530,Ryan Ludwick,baseball,-0.43234375,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ryan Ludwick plays the sport of",Fact: Ryan Ludwick plays the sport of,-0.9609375
980,13078,Jaylon Brown,basketball,-0.3501625,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jaylon Brown plays the sport of",Fact: Jaylon Brown plays the sport of,-1.5
988,5537,Brandon Knight,basketball,-0.069821395,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Brandon Knight plays the sport of",Fact: Brandon Knight plays the sport of,-0.62890625
990,14103,Billy Beane,baseball,-0.097769275,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Billy Beane plays the sport of",Fact: Billy Beane plays the sport of,-0.515625
993,1394,EJ Manuel,football,-0.15127343,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: EJ Manuel plays the sport of",Fact: EJ Manuel plays the sport of,-0.435546875
994,334,Steve Young,football,-0.31162426,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Steve Young plays the sport of",Fact: Steve Young plays the sport of,-0.890625
995,129,Tom Brady,football,-0.049970727,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Tom Brady plays the sport of",Fact: Tom Brady plays the sport of,-0.3125
997,7170,Austin Rivers,basketball,-0.12138504,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Austin Rivers plays the sport of",Fact: Austin Rivers plays the sport of,-0.259765625
998,5956,Jimmy Butler,basketball,-0.037385464,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jimmy Butler plays the sport of",Fact: Jimmy Butler plays the sport of,-0.265625
999,248,James Harrison,football,-0.21936953,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: James Harrison plays the sport of",Fact: James Harrison plays the sport of,-0.306640625
1001,460,Marshall Faulk,football,-0.037061002,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Marshall Faulk plays the sport of",Fact: Marshall Faulk plays the sport of,-0.494140625
1005,1280,Michael Bennett,football,-0.06328475,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Michael Bennett plays the sport of",Fact: Michael Bennett plays the sport of,-0.3125
1006,669,Bo Jackson,football,-0.5274674,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Bo Jackson plays the sport of",Fact: Bo Jackson plays the sport of,-2.578125
1008,6558,Joe Johnson,basketball,-0.2078627,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Johnson plays the sport of",Fact: Joe Johnson plays the sport of,-0.59375
1010,820,Jacoby Jones,football,-0.69055116,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jacoby Jones plays the sport of",Fact: Jacoby Jones plays the sport of,-1.515625
1011,13540,Jordan Davis,basketball,-0.42048818,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jordan Davis plays the sport of",Fact: Jordan Davis plays the sport of,-1.90625
1014,14410,David Cone,baseball,-0.59330964,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: David Cone plays the sport of",Fact: David Cone plays the sport of,-0.625
1020,16029,Tim Raines,baseball,-0.48035556,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Tim Raines plays the sport of",Fact: Tim Raines plays the sport of,-0.2890625
1023,416,Ben Tate,football,-0.41646793,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ben Tate plays the sport of",Fact: Ben Tate plays the sport of,-0.5
1026,15776,Rafael Furcal,baseball,-0.21364798,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Rafael Furcal plays the sport of",Fact: Rafael Furcal plays the sport of,-0.37890625
1027,10998,Ben Howland,basketball,-0.5898197,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Ben Howland plays the sport of",Fact: Ben Howland plays the sport of,-0.609375
1034,6267,Doc Rivers,basketball,-0.108045295,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Doc Rivers plays the sport of",Fact: Doc Rivers plays the sport of,-0.50390625
1035,5791,Greg Oden,basketball,-0.36179745,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Greg Oden plays the sport of",Fact: Greg Oden plays the sport of,-0.32421875
1037,6196,Joe Ingles,basketball,-0.32962522,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Ingles plays the sport of",Fact: Joe Ingles plays the sport of,-0.6015625
1038,15275,Barry Zito,baseball,-0.13013671,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Barry Zito plays the sport of",Fact: Barry Zito plays the sport of,-1.015625
1041,300,Michael Vick,football,-0.12795074,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Michael Vick plays the sport of",Fact: Michael Vick plays the sport of,-0.265625
1042,1808,Will Fuller,football,-0.13301413,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Will Fuller plays the sport of",Fact: Will Fuller plays the sport of,-0.66015625
1043,8110,Jerome Jordan,basketball,-0.6039613,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jerome Jordan plays the sport of",Fact: Jerome Jordan plays the sport of,-0.546875
1044,11010,Alex Len,basketball,-0.38432565,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Alex Len plays the sport of",Fact: Alex Len plays the sport of,-0.2890625
1046,7973,Jason Collins,basketball,-0.29034057,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Collins plays the sport of",Fact: Jason Collins plays the sport of,-0.216796875
1050,6023,James Johnson,basketball,-0.5380204,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: James Johnson plays the sport of",Fact: James Johnson plays the sport of,-0.5625
1057,13104,Donovan Mitchell,basketball,-0.29611576,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Donovan Mitchell plays the sport of",Fact: Donovan Mitchell plays the sport of,-0.3515625
1061,5292,Karl Malone,basketball,-0.11991181,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Karl Malone plays the sport of",Fact: Karl Malone plays the sport of,-0.5546875
1062,194,Reggie Bush,football,-0.31921256,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Reggie Bush plays the sport of",Fact: Reggie Bush plays the sport of,-0.384765625
1072,6224,John Wall,basketball,-0.04902113,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: John Wall plays the sport of",Fact: John Wall plays the sport of,-0.27734375
1075,1410,Tom Savage,football,-0.122758664,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Tom Savage plays the sport of",Fact: Tom Savage plays the sport of,-0.78125
1080,1269,Jamie Collins,football,-0.67598844,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jamie Collins plays the sport of",Fact: Jamie Collins plays the sport of,-0.77734375
1084,1308,Jeremy Hill,football,-0.5694297,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jeremy Hill plays the sport of",Fact: Jeremy Hill plays the sport of,-0.61328125
1085,16330,Francisco Lindor,baseball,-0.02333664,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Francisco Lindor plays the sport of",Fact: Francisco Lindor plays the sport of,-0.357421875
1087,5314,Larry Bird,basketball,-0.036888797,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Larry Bird plays the sport of",Fact: Larry Bird plays the sport of,-0.357421875
1089,243,Urban Meyer,football,-0.2722656,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Urban Meyer plays the sport of",Fact: Urban Meyer plays the sport of,-1.59375
1090,7115,Matt Barnes,basketball,-0.3509604,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Barnes plays the sport of",Fact: Matt Barnes plays the sport of,-0.3515625
1091,15705,Chris Perez,baseball,-0.6519558,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Chris Perez plays the sport of",Fact: Chris Perez plays the sport of,-0.640625
1097,781,Jason Peters,football,-0.2883684,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Peters plays the sport of",Fact: Jason Peters plays the sport of,-0.4609375
1098,13574,Jalen Smith,basketball,-0.25183508,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jalen Smith plays the sport of",Fact: Jalen Smith plays the sport of,-0.42578125
1099,5874,Gary Payton,basketball,-0.058924623,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Gary Payton plays the sport of",Fact: Gary Payton plays the sport of,-0.39453125
1101,16094,Juan Lagares,baseball,-0.11493875,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Juan Lagares plays the sport of",Fact: Juan Lagares plays the sport of,-0.71484375
1104,409,Patrick Peterson,football,-0.3645598,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Patrick Peterson plays the sport of",Fact: Patrick Peterson plays the sport of,-0.40625
1112,12544,Grayson Allen,basketball,-0.22235988,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Grayson Allen plays the sport of",Fact: Grayson Allen plays the sport of,-0.37890625
1113,6375,Marvin Williams,basketball,-0.4566799,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Marvin Williams plays the sport of",Fact: Marvin Williams plays the sport of,-0.76953125
1118,71,Warren Sapp,football,-0.40796536,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Warren Sapp plays the sport of",Fact: Warren Sapp plays the sport of,-0.99609375
1120,15055,Bernie Williams,baseball,-0.26394522,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Bernie Williams plays the sport of",Fact: Bernie Williams plays the sport of,-1.2734375
1121,953,Jordy Nelson,football,-0.07417543,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jordy Nelson plays the sport of",Fact: Jordy Nelson plays the sport of,-0.546875
1123,1472,Taylor Lewan,football,-0.20155758,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Taylor Lewan plays the sport of",Fact: Taylor Lewan plays the sport of,-0.515625
1126,14740,Ryan Braun,baseball,-0.028601633,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ryan Braun plays the sport of",Fact: Ryan Braun plays the sport of,-0.27734375
1129,253,Ricky Williams,football,-0.22197004,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ricky Williams plays the sport of",Fact: Ricky Williams plays the sport of,-0.5234375
1132,14102,Johnny Damon,baseball,-0.12612133,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Johnny Damon plays the sport of",Fact: Johnny Damon plays the sport of,-0.578125
1133,5888,Mike Bibby,basketball,-0.34444246,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Bibby plays the sport of",Fact: Mike Bibby plays the sport of,-0.384765625
1135,12161,Myles Turner,basketball,-0.44026935,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Myles Turner plays the sport of",Fact: Myles Turner plays the sport of,-0.42578125
1136,385,Jason Witten,football,-0.07047242,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Witten plays the sport of",Fact: Jason Witten plays the sport of,-0.330078125
1140,6474,David West,basketball,-0.20960069,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: David West plays the sport of",Fact: David West plays the sport of,-0.76171875
1141,1901,Trevor Lawrence,football,-0.6689646,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Trevor Lawrence plays the sport of",Fact: Trevor Lawrence plays the sport of,-0.6484375
1147,14225,Kerry Wood,baseball,-0.50915766,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Kerry Wood plays the sport of",Fact: Kerry Wood plays the sport of,-1.0
1148,6552,Terrence Williams,basketball,-0.2801379,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Terrence Williams plays the sport of",Fact: Terrence Williams plays the sport of,-0.40625
1149,1598,Cooper Kupp,football,-0.45695245,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Cooper Kupp plays the sport of",Fact: Cooper Kupp plays the sport of,-0.390625
1150,5512,Kenneth Faried,basketball,-0.109944776,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kenneth Faried plays the sport of",Fact: Kenneth Faried plays the sport of,-0.216796875
1152,15637,Carl Pavano,baseball,-0.26094463,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Carl Pavano plays the sport of",Fact: Carl Pavano plays the sport of,-0.54296875
1155,316,Jerry Rice,football,-0.067813106,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jerry Rice plays the sport of",Fact: Jerry Rice plays the sport of,-0.73046875
1156,6227,Bill Walton,basketball,-0.03340057,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Bill Walton plays the sport of",Fact: Bill Walton plays the sport of,-0.45703125
1157,14072,Mark McGwire,baseball,-0.023068162,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mark McGwire plays the sport of",Fact: Mark McGwire plays the sport of,-0.30078125
1159,319,Brian Cushing,football,-0.57359827,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Brian Cushing plays the sport of",Fact: Brian Cushing plays the sport of,-0.400390625
1162,5524,Derrick Williams,basketball,-0.3181039,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Derrick Williams plays the sport of",Fact: Derrick Williams plays the sport of,-0.341796875
1163,1062,Eric Decker,football,-0.16328867,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Eric Decker plays the sport of",Fact: Eric Decker plays the sport of,-0.70703125
1165,5752,Billy Donovan,basketball,-0.07970508,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Billy Donovan plays the sport of",Fact: Billy Donovan plays the sport of,-0.41015625
1168,7361,Evan Turner,basketball,-0.08333607,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Evan Turner plays the sport of",Fact: Evan Turner plays the sport of,-0.384765625
1170,15183,Ryan Madson,baseball,-0.12609662,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ryan Madson plays the sport of",Fact: Ryan Madson plays the sport of,-0.51953125
1171,12104,Tyler Johnson,basketball,-0.6951261,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Tyler Johnson plays the sport of",Fact: Tyler Johnson plays the sport of,-1.4453125
1175,13,Jared Allen,football,-0.1988493,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jared Allen plays the sport of",Fact: Jared Allen plays the sport of,-0.953125
1176,12281,Henry Ellenson,basketball,-0.5196267,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Henry Ellenson plays the sport of",Fact: Henry Ellenson plays the sport of,-0.3515625
1177,15264,Carlos Quentin,baseball,-0.11259742,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Carlos Quentin plays the sport of",Fact: Carlos Quentin plays the sport of,-0.1845703125
1179,14661,Mat Latos,baseball,-0.3333519,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mat Latos plays the sport of",Fact: Mat Latos plays the sport of,-0.546875
1180,15821,Hunter Pence,baseball,-0.1930382,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Hunter Pence plays the sport of",Fact: Hunter Pence plays the sport of,-0.3515625
1185,15653,Jon Niese,baseball,-0.078361034,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jon Niese plays the sport of",Fact: Jon Niese plays the sport of,-0.8046875
1186,830,Matt Ryan,football,-0.17686622,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Ryan plays the sport of",Fact: Matt Ryan plays the sport of,-0.87890625
